timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_packets,total_bytes,avg_packet_size,min_packet_size,max_packet_size,packets_per_second,bytes_per_second,syn_count,ack_count,fin_count,rst_count,psh_count,unique_src_ports,unique_dst_ports,inter_arrival_mean,inter_arrival_std,inter_arrival_cv,inter_arrival_min,inter_arrival_max,burst_count,burst_duration_avg,fwd_packet_count,bwd_packet_count,fwd_bwd_packet_ratio,fwd_bwd_bytes_ratio,fwd_avg_packet_size,bwd_avg_packet_size,reply_rate,syn_ack_ratio,completed_sessions,incomplete_ratio,avg_session_duration,payload_size_entropy,src_port_entropy,icmp_type_entropy,pkt_size_std,pkt_size_variance,small_pkt_ratio,large_pkt_ratio,top_dst_port,top_dst_port_ratio,dst_port_std,well_known_port_ratio,ephemeral_port_ratio,sequential_port_score,is_broadcast_dst,flows_per_window,device_total_flows,device_avg_pkt_rate,device_pkt_rate_deviation,device_avg_byte_rate,device_byte_rate_deviation,device_unique_dst_ips,device_unique_dst_ports,device_new_dst_ratio,device_protocol_dist_tcp,device_protocol_dist_udp,device_protocol_dist_icmp,device_avg_payload_size,device_payload_size_deviation,is_registered_iot,is_gateway,device_age_seconds,is_baseline_mature,network_active_flows,network_total_pps,network_total_bps,network_unique_src_ips,network_unique_dst_ips,network_avg_flow_duration,network_entropy_src_ip,network_entropy_dst_port,active_snort_alerts,distinct_alert_types,broadcast_ratio,multicast_ratio,arp_broadcast_ratio,arp_reply_rate,arp_request_rate,arp_reply_request_ratio,arp_gratuitous_count,arp_unsolicited_count,mac_ip_binding_changes,ip_mac_binding_changes,label,attack_type,snort_sid,meta_window_id,meta_src_mac_oui,meta_device_name,meta_attack_tool,meta_attack_intensity,meta_mininet_event,meta_controller_load,meta_backlog_drops
2026-05-06T19:38:41.575707,10.0.0.3,10.0.0.4,0,0,ARP,0.0052,4,168,42.0,42,42,766.5029,32193.1228,0,0,0,0,0,0,0,0.00174,0.001386,0.7967,0.000168,0.002786,1,0.1678,4,0,4.0,168.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,2299.5088,0.0,0,0,0,0,0,normal,none,4,46:90:3f,h1,none,0,normal,0.62,0
2026-05-06T19:38:41.578250,10.0.0.4,10.0.0.3,0,0,ARP,0.0031,2,84,42.0,42,42,648.7709,27248.3787,0,0,0,0,0,0,0,0.003083,0.0,0.0,0.003083,0.003083,0,0.0,2,0,2.0,84.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,648.7709,2595.0837,0.2222,0,0,0,0,0,normal,none,4,2a:9d:92,h2,none,0,normal,0.77,0
2026-05-06T19:38:41.581509,10.0.0.3,10.0.0.4,0,0,ICMP,0.0528,3,294,98.0,98,98,56.8011,5566.504,0,0,0,0,0,0,0,0.026408,0.03481,1.3182,0.001794,0.051022,1,1.7936,3,0,3.0,294.0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9183,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1,76.6503,0.0,3219.3123,0.0,1,1,1.0,0.0,0.0,0.0,4.2,0.0,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,0.0,0.0,0,0,0,0,0,normal,none,4,46:90:3f,h1,none,0,normal,1.05,0
2026-05-06T19:38:41.583478,10.0.0.4,10.0.0.3,0,0,ICMP,0.0507,2,196,98.0,98,98,39.4431,3865.4271,0,0,0,0,0,0,0,0.050706,0.0,0.0,0.050706,0.050706,0,0.0,2,0,2.0,196.0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9403,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,1,64.8771,0.0,2724.8379,0.0,1,1,1.0,0.0,0.0,0.0,4.2,0.0,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,0.0,0.0,0,0,0,0,0,normal,none,4,2a:9d:92,h2,none,0,normal,1.19,0
2026-05-06T19:38:41.589321,10.0.0.3,10.0.0.1,0,0,ARP,0.0039,4,168,42.0,42,42,1037.2954,43566.4073,0,0,0,0,0,0,0,0.001285,0.001024,0.7966,0.000145,0.002125,1,0.1447,4,0,4.0,168.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,2,74.6654,1.2467,3454.0315,1.3112,1,1,1.0,0.0,0.0,0.5,13.58,-0.7071,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,3111.8862,0.0,0,0,0,0,0,normal,none,4,46:90:3f,h1,none,0,normal,1.44,0
2026-05-06T19:38:41.595613,10.0.0.1,10.0.0.3,0,0,ARP,0.0046,4,168,42.0,42,42,872.677,36652.4355,0,0,0,0,0,0,0,0.001528,0.00121,0.7923,0.000139,0.002362,1,0.1395,4,0,4.0,168.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.1,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,1745.3541,872.677,1.6,0,0,0,0,0,normal,none,4,42:00:00,sta1,none,0,normal,1.71,0
2026-05-06T19:38:41.600331,10.0.0.3,10.0.0.1,0,0,ICMP,0.0814,6,588,98.0,98,98,73.7009,7222.6849,0,0,0,0,0,0,0,0.016282,0.033652,2.0668,0.000177,0.076449,2,2.4804,6,0,6.0,588.0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9183,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,3,170.9284,-1.0793,7465.269,-1.0196,2,1,1.0,0.0,0.0,0.3333,16.422,1.1547,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,0.0,0.0,0,0,0,0,0,normal,none,4,46:90:3f,h1,none,0,normal,1.98,0
2026-05-06T19:38:41.608476,10.0.0.1,10.0.0.3,0,0,ICMP,0.0732,4,392,98.0,98,98,54.6617,5356.8497,0,0,0,0,0,0,0,0.024392,0.041949,1.7197,0.000134,0.072831,2,0.1733,4,0,4.0,392.0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5,1,87.2677,0.0,3665.2435,0.0,1,1,1.0,0.0,0.0,0.0,4.2,0.0,0,0,3.1,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,0.0,0.0,0,0,0,0,0,normal,none,4,42:00:00,sta1,none,0,normal,2.23,0
2026-05-06T19:38:41.612244,10.0.0.3,10.0.0.2,0,0,ARP,0.0033,4,168,42.0,42,42,1213.6296,50972.4444,0,0,0,0,0,0,0,0.001099,0.000815,0.7423,0.000161,0.00164,1,0.1607,4,0,4.0,168.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,6,4,161.2056,1.4731,7441.0106,1.5359,2,1,1.0,0.0,0.0,0.5,24.5798,-0.866,0,0,3.12,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,0.0,3640.8889,0.0,0,0,0,0,0,normal,none,4,46:90:3f,h1,none,0,normal,2.46,0
2026-05-06T19:38:41.617678,10.0.0.2,10.0.0.3,0,0,ARP,0.0049,4,168,42.0,42,42,812.574,34128.1093,0,0,0,0,0,0,0,0.001641,0.001256,0.7654,0.000257,0.002707,1,0.2565,4,0,4.0,168.0,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.08,0,21,17.4,1234.8,4,4,0.0302,1.9733,0.0,0,0,0.2759,0.0,0.5714,1625.1481,0.0,8.0,0,0,0,0,0,normal,none,4,42:00:00,sta2,none,0,normal,2.7,0
